#{"t_start": 1621788826.2877219, "env_id": null}
r,l,t
7.868137,49,33.513828
8.170747,49,33.577158
8.123837,49,33.612069
6.319619,49,33.675343
8.156933,49,33.729302
8.030918,49,33.751463
8.09064,49,33.786564
7.722031,49,33.808889
8.114755,49,33.827071
8.205783,49,33.864022
6.869932,49,33.88146
8.029836,49,33.914592
8.274897,49,33.933415
7.784911,49,33.950967
6.952156,49,33.985385
8.063732,49,34.002373
7.827773,49,34.019993
7.6977,49,34.05554
5.675789,49,34.073363
7.07828,49,34.10692
6.904674,49,34.124553
7.085729,49,34.141491
8.082462,49,34.175719
6.777692,49,34.19255
8.073316,49,34.226128
6.284764,49,34.243821
7.734947,49,34.260804
8.07611,49,34.295695
7.818171,49,34.317689
7.630263,49,34.335621
7.35496,49,34.368526
7.857305,49,34.386038
8.062841,49,34.421569
7.985695,49,34.439737
8.116611,49,34.456843
7.98706,49,34.493871
6.895847,49,34.510494
7.6464,49,34.543738
7.387927,49,34.563223
8.027202,49,34.580295
6.766682,49,34.614191
6.707638,49,34.632086
8.09542,49,34.648983
7.641644,49,34.683107
7.788681,49,34.701947
7.637023,49,34.735603
7.703025,49,34.753968
7.720476,49,34.771875
8.057282,49,34.810088
7.106619,49,34.827517
7.988007,49,34.863521
7.64381,49,34.88162
8.080429,49,34.900902
7.997825,49,34.934804
8.105238,49,34.952782
7.720476,49,34.969031
6.777452,49,35.00481
6.825359,49,35.021946
8.350136,49,35.055878
8.030918,49,35.074489
8.052884,49,35.09202
8.04112,49,35.126404
8.240286,49,35.145124
8.333102,49,35.164663
7.724736,49,35.210626
6.774099,49,35.232965
7.649489,49,35.274405
8.253103,49,35.296202
7.616269,49,35.31869
8.130432,49,35.366066
8.241178,49,35.390808
7.68323,49,35.436047
7.327142,49,35.460401
7.66915,49,35.484004
6.832992,49,35.529924
6.455925,49,35.55431
6.912501,49,35.578032
7.622453,49,35.62408
6.838874,49,35.648078
7.658709,49,35.693364
8.072644,49,35.717359
7.876443,49,35.741164
8.082462,49,35.788189
7.582793,49,35.812732
8.23136,49,35.857282
7.856416,49,35.882024
7.42729,49,35.905778
7.663834,49,35.955374
7.75467,49,35.979617
7.182717,49,36.007959
7.816006,49,36.053412
8.263882,49,36.076837
8.315778,49,36.121746
8.309818,49,36.145388
7.77135,49,36.167596
7.747949,49,36.205234
8.203531,49,36.223467
8.272866,49,36.258483
8.205493,49,36.279458
8.282684,49,36.299579
7.449182,49,36.337301
7.705819,49,36.356972
7.647836,49,36.376781
7.522528,49,36.415977
7.988721,49,36.435023
7.882143,49,36.472473
8.082462,49,36.492793
7.776253,49,36.512699
7.591302,49,36.550644
6.868483,49,36.573432
6.989757,49,36.593116
8.255648,49,36.633139
7.694995,49,36.652341
7.431955,49,36.691022
6.932615,49,36.711647
6.935074,49,36.732428
7.224671,49,36.774659
8.287337,49,36.796061
7.862893,49,36.83733
7.637461,49,36.859077
7.63273,49,36.876456
7.715745,49,36.911272
7.774699,49,36.928887
7.870886,49,36.945978
8.285537,49,36.979597
8.058174,49,36.997419
8.164666,49,37.03055
8.053914,49,37.049787
7.635411,49,37.067608
7.897922,49,37.101818
7.335358,49,37.129866
8.049221,49,37.162673
7.809344,49,37.180815
8.29445,49,37.197757
7.204472,49,37.231387
7.40688,49,37.248817
6.79472,49,37.264789
6.960457,49,37.301301
8.268606,49,37.320092
7.809655,49,37.354204
7.964075,49,37.371727
7.081389,49,37.389557
8.272866,49,37.423898
7.590213,49,37.442073
8.177219,49,37.460482
8.00118,49,37.497075
8.159366,49,37.51421
8.210046,49,37.548728
7.546336,49,37.567668
8.300008,49,37.585003
8.283077,49,37.628773
8.275879,49,37.645344
8.242242,49,37.678045
7.223339,49,37.696892
6.90296,49,37.714088
6.877989,49,37.748234
8.07419,49,37.766004
7.961604,49,37.783141
7.720476,49,37.817033
7.708927,49,37.834975
8.110335,49,37.870447
8.033771,49,37.889194
5.331838,49,37.905648
8.04112,49,37.939898
8.105238,49,37.957931
8.115556,49,37.993516
8.090085,49,38.015816
8.198671,49,38.037685
8.318134,49,38.08373
6.680876,49,38.107541
6.853449,49,38.13175
8.147582,49,38.182374
7.571788,49,38.206907
8.1114,49,38.256186
7.910688,49,38.285014
7.06618,49,38.311343
8.031376,49,38.365018
8.044218,49,38.391424
7.734947,49,38.448196
8.032047,49,38.479401
8.105238,49,38.510099
7.929419,49,38.568606
8.034007,49,38.598745
8.142592,49,38.627905
8.103705,49,38.669816
6.861567,49,38.691809
6.774219,49,38.735024
8.029091,49,38.756975
7.965431,49,38.77934
8.318631,49,38.822427
8.019929,49,38.844147
5.625546,49,38.877838
8.128514,49,38.915655
8.029747,49,38.935368
8.057282,49,38.972408
7.87377,49,38.992691
7.988007,49,39.010682
8.150934,49,39.049592
8.03686,49,39.068237
8.034777,49,39.100553
7.519557,49,39.119716
7.993565,49,39.137936
8.048478,49,39.173902
8.069056,49,39.19377
8.102533,49,39.213946
8.282684,49,39.256012
8.109498,49,39.277884
8.320431,49,39.318663
7.237985,49,39.339568
8.114151,49,39.359768
8.082462,49,39.401105
8.149657,49,39.435542
7.888104,49,39.47762
7.68323,49,39.50094
8.082462,49,39.521834
7.241325,49,39.576533
7.187026,49,39.612334
7.156526,49,39.646906
6.543855,49,39.714667
7.159043,49,39.749208
5.904468,49,39.816897
7.109856,49,39.853317
6.940879,49,39.888938
6.996625,49,39.956827
6.963394,49,39.991916
6.305193,49,40.057536
7.044852,49,40.093585
7.384329,49,40.129016
6.931867,49,40.181266
5.400665,49,40.206238
6.790198,49,40.230357
7.997825,49,40.278616
7.829501,49,40.308003
7.887176,49,40.354787
8.123969,49,40.380966
7.177587,49,40.405955
7.9925,49,40.453972
7.391687,49,40.479341
8.082462,49,40.503919
7.569591,49,40.555081
7.413585,49,40.580516
7.519864,49,40.632525
7.557724,49,40.659869
7.642588,49,40.68818
7.07925,49,40.740648
7.622453,49,40.769725
7.223787,49,40.830314
7.739207,49,40.862677
6.17688,49,40.890157
7.871018,49,40.944915
7.252699,49,40.973193
8.123969,49,41.001075
7.619412,49,41.061088
8.123969,49,41.08959
7.626088,49,41.155542
8.109498,49,41.189208
8.010468,49,41.222163
8.062841,49,41.284278
8.176297,49,41.316476
8.029747,49,41.378137
6.900556,49,41.411876
7.04407,49,41.443713
6.802864,49,41.504898
8.051615,49,41.537289
5.648821,49,41.568558
8.118092,49,41.628307
8.057282,49,41.660767
6.368696,49,41.721951
7.219961,49,41.755512
7.781991,49,41.786873
8.072742,49,41.838232
7.816703,49,41.866113
7.950297,49,41.892405
7.012907,49,41.949637
8.126786,49,41.975965
6.906834,49,42.026562
5.576928,49,42.052809
5.451508,49,42.079156
6.477281,49,42.131411
6.802587,49,42.158653
8.163573,49,42.215826
8.026386,49,42.245779
8.128514,49,42.276649
6.992886,49,42.334622
8.019929,49,42.365402
8.026386,49,42.395279
8.138332,49,42.452833
8.053023,49,42.483838
8.170857,49,42.542211
8.132774,49,42.56717
8.318631,49,42.587907
8.155759,49,42.631026
7.979817,49,42.65163
8.128514,49,42.695415
7.669152,49,42.715346
6.954784,49,42.733784
6.694848,49,42.770327
8.179021,49,42.790047
8.114066,49,42.809892
8.034007,49,42.846636
7.978422,49,42.866359
6.108642,49,42.902024
7.67897,49,42.920646
8.297155,49,42.938727
7.886509,49,42.976201
7.68323,49,42.994528
7.973222,49,43.033157
7.9925,49,43.054934
6.775009,49,43.075911
8.109498,49,43.116401
8.063732,49,43.137986
8.226024,49,43.158711
6.620341,49,43.195985
7.079356,49,43.218058
6.920059,49,43.253855
6.968049,49,43.273154
6.932565,49,43.293447
6.503055,49,43.337091
7.42429,49,43.360259
6.890668,49,43.382725
6.456762,49,43.426245
7.934073,49,43.448057
7.108298,49,43.490788
7.033051,49,43.512125
7.442396,49,43.534673
7.924148,49,43.591266
7.317133,49,43.63204
5.731487,49,43.748263
7.725573,49,43.810099
7.292413,49,43.871221
7.827171,49,43.987338
7.925806,49,44.031398
7.820058,49,44.076046
7.952433,49,44.18229
7.608543,49,44.233915
7.499538,49,44.315606
8.107138,49,44.344175
7.122362,49,44.372076
7.122362,49,44.425028
6.361584,49,44.4528
7.976605,49,44.508084
7.675236,49,44.536851
8.241804,49,44.564199
8.109498,49,44.61617
5.977634,49,44.643753
6.510403,49,44.670379
8.109498,49,44.725363
7.74632,49,44.752425
6.323807,49,44.812208
8.062841,49,44.845165
8.09542,49,44.876661
8.102533,49,44.936456
7.94262,49,44.96754
7.804697,49,45.004705
8.227333,49,45.026336
7.971454,49,45.044209
7.724736,49,45.078994
8.109498,49,45.096536
8.09968,49,45.113793
6.900107,49,45.148195
6.380638,49,45.165273
8.26328,49,45.199286
6.806366,49,45.217317
6.820355,49,45.234095
7.705727,49,45.266898
8.149705,49,45.283659
7.402136,49,45.300802
6.582313,49,45.334573
8.102533,49,45.35263
8.10641,49,45.385216
8.09968,49,45.403316
8.09968,49,45.420001
8.149705,49,45.452618
8.109498,49,45.469863
8.223073,49,45.503444
8.069056,49,45.525756
8.069056,49,45.541962
8.123969,49,45.575986
8.105238,49,45.593823
8.069056,49,45.612182
8.018537,49,45.64586
8.511275,49,45.663521
8.135627,49,45.69793
8.400284,49,45.716229
8.36549,49,45.734797
6.983732,49,45.773385
6.828363,49,45.793837
7.091748,49,45.833612
6.787357,49,45.855469
6.976619,49,45.875879
6.659704,49,45.915616
7.723545,49,45.936506
6.536979,49,45.956711
8.426648,49,45.998628
8.247655,49,46.020133
7.011982,49,46.064783
8.246349,49,46.08637
8.138332,49,46.10734
6.936053,49,46.147439
6.85696,49,46.169154
6.581077,49,46.190139
6.751321,49,46.232128
8.223073,49,46.252602
8.109263,49,46.294369
8.145445,49,46.314743
7.972749,49,46.335644
8.132774,49,46.375467
8.311518,49,46.396943
8.105238,49,46.436888
7.999247,49,46.459533
8.000257,49,46.480586
8.063498,49,46.520197
8.319636,49,46.540734
8.286709,49,46.560858
8.286709,49,46.602349
7.659963,49,46.624084
8.109498,49,46.671986
8.080429,49,46.693395
8.109498,49,46.71534
7.245829,49,46.756546
8.117616,49,46.778184
8.149705,49,46.820691
7.665521,49,46.841937
8.105238,49,46.865653
8.278424,49,46.906077
8.105238,49,46.927661
8.09542,49,46.947902
8.123969,49,46.989931
8.282684,49,47.012045
8.000802,49,47.053841
8.09968,49,47.075614
8.131212,49,47.09759
7.843738,49,47.139954
8.058174,49,47.160856
8.09968,49,47.20328
6.950598,49,47.224905
7.221011,49,47.252083
7.115019,49,47.29319
8.067992,49,47.313758
7.65222,49,47.336242
8.072644,49,47.378122
7.870886,49,47.400087
8.082462,49,47.437352
8.255648,49,47.455155
7.680373,49,47.472705
7.739207,49,47.510504
7.687882,49,47.528554
6.958606,49,47.546538
7.761646,49,47.582365
7.177011,49,47.600809
7.537959,49,47.634984
7.236232,49,47.652257
7.333957,49,47.668873
7.739207,49,47.703114
7.703544,49,47.722089
6.963259,49,47.756592
7.729389,49,47.779152
7.190001,49,47.797536
7.687882,49,47.835317
7.739371,49,47.853555
8.065446,49,47.871248
7.221011,49,47.914755
7.647048,49,47.933541
6.937414,49,47.968333
7.221011,49,47.987295
7.680598,49,48.005043
7.876035,49,48.039164
7.665902,49,48.056883
8.123969,49,48.089207
8.123969,49,48.106476
8.023513,49,48.12277
6.849847,49,48.155971
8.080429,49,48.174123
8.02755,49,48.190913
7.924766,49,48.225841
7.997825,49,48.243415
7.419007,49,48.277056
6.42706,49,48.298996
6.859665,49,48.316214
8.033771,49,48.35109
6.686305,49,48.368367
6.682045,49,48.399887
8.109263,49,48.418667
8.138332,49,48.435647
8.059238,49,48.46939
6.636486,49,48.487255
8.069056,49,48.504206
6.866778,49,48.53753
8.073316,49,48.55485
8.109498,49,48.588291
8.069056,49,48.607086
8.073316,49,48.625268
8.050718,49,48.658628
8.073316,49,48.676634
8.063732,49,48.695462
8.076169,49,48.735989
8.070771,49,48.756911
7.825383,49,48.799813
8.075105,49,48.818588
7.494215,49,48.835509
7.703025,49,48.870412
7.415136,49,48.887975
8.087787,49,48.921291
8.073316,49,48.940296
7.963065,49,48.956686
8.09968,49,48.990222
6.863925,49,49.008141
8.077175,49,49.025177
7.87333,49,49.060415
7.798208,49,49.078757
8.053914,49,49.112192
7.884236,49,49.129156
8.103539,49,49.146453
7.62299,49,49.180662
7.066764,49,49.19837
8.082462,49,49.233854
8.063498,49,49.254284
8.09542,49,49.272664
7.439949,49,49.314205
7.725129,49,49.333904
6.762236,49,49.352208
8.073316,49,49.389429
7.820234,49,49.408285
7.82086,49,49.446475
7.680524,49,49.465656
8.095813,49,49.484671
7.83375,49,49.52183
7.673411,49,49.540776
8.070099,49,49.559721
7.599827,49,49.596276
7.662038,49,49.614703
6.727782,49,49.651085
7.587735,49,49.670707
7.695155,49,49.693057
7.966653,49,49.738519
8.123969,49,49.762418
8.114151,49,49.808763
8.114151,49,49.833753
7.729389,49,49.862694
8.078488,49,49.908539
8.072644,49,49.933686
8.114151,49,49.956243
8.09968,49,50.001137
7.706925,49,50.024474
8.055628,49,50.070888
6.683078,49,50.093768
8.082462,49,50.117375
7.121881,49,50.161931
7.212502,49,50.186065
7.544871,49,50.237195
7.370534,49,50.262753
7.2102,49,50.289241
7.673411,49,50.339887
8.09968,49,50.36611
7.560292,49,50.390206
8.093879,49,50.434442
8.087787,49,50.458195
8.058174,49,50.501542
7.658973,49,50.529328
7.577713,49,50.552403
7.127109,49,50.591708
7.149166,49,50.60824
7.611385,49,50.642678
7.043174,49,50.661049
7.190837,49,50.677962
7.163637,49,50.712216
6.1287,49,50.730338
8.010618,49,50.748514
7.647048,49,50.783585
8.010618,49,50.801105
7.62331,49,50.835363
7.606563,49,50.853057
7.183837,49,50.871574
7.920655,49,50.908411
7.661518,49,50.927815
7.078837,49,50.946543
6.701418,49,50.984436
6.452201,49,51.003841
7.550364,49,51.041433
7.644478,49,51.065147
7.533928,49,51.08343
8.010618,49,51.121556
7.661518,49,51.139944
7.661518,49,51.175581
7.625856,49,51.195007
8.087787,49,51.215148
8.037653,49,51.257402
7.996147,49,51.277859
7.96153,49,51.29894
7.610493,49,51.339602
7.036425,49,51.360071
7.647048,49,51.400081
6.34854,49,51.422193
7.699912,49,51.444065
7.688554,49,51.484987
6.234691,49,51.505347
7.176201,49,51.547485
7.625856,49,51.568639
7.839692,49,51.589111
7.661518,49,51.634759
8.008072,49,51.655754
7.5166,49,51.678836
7.575434,49,51.720191
8.02755,49,51.741041
8.010618,49,51.7821
5.814266,49,51.803434
8.073316,49,51.823362
8.033394,49,51.865042
8.080982,49,51.885489
8.070747,49,51.926118
8.069056,49,51.947965
8.066487,49,51.96811
8.132738,49,52.009219
8.069056,49,52.030378
8.076169,49,52.051466
6.942215,49,52.091793
7.711889,49,52.113686
6.935102,49,52.154981
7.152649,49,52.17706
6.892759,49,52.198516
6.489542,49,52.245348
8.109263,49,52.265741
8.10215,49,52.286906
7.963065,49,52.328183
6.45023,49,52.350023
8.137281,49,52.391009
7.715316,49,52.412814
7.991887,49,52.435806
8.042021,49,52.478861
8.02755,49,52.499336
8.027835,49,52.540329
8.03181,49,52.56194
7.577644,49,52.582289
7.831048,49,52.623109
7.882646,49,52.643962
7.478972,49,52.664855
8.073316,49,52.705874
7.533928,49,52.727337
8.210839,49,52.776716
7.860184,49,52.803796
6.801226,49,52.836147
7.724736,49,52.887327
8.03181,49,52.913226
7.652891,49,52.959306
8.006358,49,52.978966
7.611385,49,52.996758
8.037653,49,53.031148
8.02924,49,53.048701
7.611385,49,53.067707
7.996147,49,53.104001
6.401993,49,53.121422
8.037818,49,53.15828
7.348147,49,53.177341
7.559129,49,53.194755
7.149166,49,53.229547
7.625856,49,53.247265
7.059855,49,53.264934
7.625856,49,53.298847
7.902081,49,53.317237
7.62331,49,53.353057
7.134695,49,53.375108
7.134695,49,53.393097
7.569085,49,53.427946
8.087787,49,53.445545
7.946133,49,53.479609
7.07021,49,53.496805
8.03181,49,53.514236
8.010618,49,53.550132
8.037653,49,53.568603
6.704023,49,53.58633
7.996147,49,53.620594
8.037653,49,53.637404
8.037653,49,53.672162
7.611385,49,53.690084
8.052124,49,53.706966
7.611385,49,53.742653
8.04628,49,53.760317
7.625856,49,53.794542
7.890155,49,53.812084
7.720546,49,53.828995
7.986329,49,53.86226
7.638771,49,53.88455
8.03181,49,53.902025
7.996147,49,53.938906
7.601567,49,53.958014
7.611385,49,53.994519
7.996147,49,54.014426
7.625856,49,54.032907
8.042306,49,54.069892
8.03181,49,54.089273
7.986329,49,54.128675
7.986329,49,54.152388
8.036462,49,54.175951
7.52411,49,54.219506
7.611385,49,54.243506
7.996147,49,54.267724
8.063498,49,54.319168
8.236684,49,54.345092
7.717876,49,54.39909
8.063498,49,54.427564
8.027835,49,54.453809
7.712286,49,54.50914
8.064903,49,54.534208
8.03011,49,54.552676
8.021992,49,54.586857
7.986329,49,54.603813
8.073316,49,54.637918
7.986329,49,54.654862
7.986329,49,54.672472
8.037653,49,54.708042
7.996147,49,54.726489
7.996147,49,54.760781
8.03181,49,54.778414
8.073316,49,54.796232
7.890155,49,54.831366
8.052124,49,54.849336
8.027835,49,54.867957
8.054978,49,54.903701
8.073316,49,54.921671
8.03181,49,54.955057
7.629339,49,54.973175
8.072016,49,54.990423
8.10641,49,55.034262
7.895697,49,55.050873
8.073316,49,55.085784
8.069056,49,55.103666
8.166748,49,55.122011
8.106803,49,55.157076
7.992909,49,55.174762
8.10215,49,55.191893
8.186891,49,55.226984
8.219985,49,55.244555
6.734157,49,55.279704
6.956704,49,55.297653
6.899871,49,55.315249
6.890053,49,55.348644
8.21728,49,55.366785
8.113523,49,55.402354
8.280749,49,55.421339
6.774364,49,55.438515
8.092332,49,55.471916
8.338234,49,55.489156
6.882941,49,55.517428
8.074469,49,55.564647
8.111823,49,55.59153
6.94209,49,55.647956
8.017732,49,55.678499
6.764546,49,55.710065
8.232424,49,55.772811
8.232424,49,55.803859
8.276891,49,55.834925
8.272866,49,55.893924
8.272866,49,55.924064
8.017732,49,55.982561
8.09968,49,56.013046
8.272866,49,56.04358
7.637749,49,56.11133
7.637749,49,56.146647
8.058174,49,56.224329
7.643073,49,56.266274
7.810935,49,56.306726
8.2271,49,56.386607
7.466004,49,56.449705
7.6243,49,56.47101
8.245321,49,56.511006
8.059758,49,56.531489
8.25088,49,56.571671
6.82759,49,56.592556
7.601567,49,56.613283
8.159515,49,56.652076
8.210168,49,56.672627
7.820753,49,56.712374
7.662038,49,56.733116
7.556046,49,56.753576
7.601567,49,56.792502
7.982069,49,56.812328
7.679255,49,56.833796
7.541042,49,56.873677
8.232424,49,56.893934
8.063498,49,56.931685
8.064017,49,56.952362
7.637229,49,56.973
8.037653,49,57.011406
8.0008,49,57.043125
8.052124,49,57.064053
8.204996,49,57.103994
8.169333,49,57.124685
8.064017,49,57.168484
6.915125,49,57.190856
8.219986,49,57.214991
7.641088,49,57.26487
8.192547,49,57.290613
7.986329,49,57.341177
7.625856,49,57.370318
7.587063,49,57.399117
7.569706,49,57.458089
7.788681,49,57.488831
7.995341,49,57.518737
7.670842,49,57.576403
8.027835,49,57.606292
7.943912,49,57.665519
7.986329,49,57.694338
7.985789,49,57.722241
8.03181,49,57.78223
8.073316,49,57.812169
8.063498,49,57.874957
7.967325,49,57.908652
8.021992,49,57.941078
7.647048,49,57.996697
8.0008,49,58.024865
7.616038,49,58.053568
8.02755,49,58.105626
7.39264,49,58.133091
8.010618,49,58.186259
7.647048,49,58.21448
8.010618,49,58.242856
7.6977,49,58.295851
7.611385,49,58.323537
8.079374,49,58.376215
8.010618,49,58.404818
7.427936,49,58.432412
6.713177,49,58.482694
7.886906,49,58.510098
8.106619,49,58.537295
8.04628,49,58.595181
7.661518,49,58.622854
7.647048,49,58.672344
7.925818,49,58.696303
6.290956,49,58.719725
7.661518,49,58.765332
7.519457,49,58.787743
6.416464,49,58.811457
7.625856,49,58.855694
7.043174,49,58.879395
7.890155,49,58.923821
7.611385,49,58.945929
7.611385,49,58.96851
6.946491,49,59.009385
7.039925,49,59.029933
7.182612,49,59.071787
7.996147,49,59.093752
7.134695,49,59.117076
7.149166,49,59.159869
7.996147,49,59.182927
8.010618,49,59.209872
7.996147,49,59.252582
7.611385,49,59.27489
7.151375,49,59.317746
7.09421,49,59.339654
8.010618,49,59.362078
7.519457,49,59.415017
7.611385,49,59.444471
8.010618,49,59.502668
7.661518,49,59.532845
7.519864,49,59.56322
8.010618,49,59.619967
7.996147,49,59.649482
7.996147,49,59.67899
7.836849,49,59.734625
7.625856,49,59.763968
7.611385,49,59.821848
7.134695,49,59.851252
7.611385,49,59.880598
7.996147,49,59.929181
8.037653,49,59.95381
8.069056,49,60.005937
8.064903,49,60.029223
7.996147,49,60.05338
7.922569,49,60.09965
8.03181,49,60.123502
7.962162,49,60.146756
6.871038,49,60.193275
7.882646,49,60.217533
7.964075,49,60.270413
7.647048,49,60.291758
7.997825,49,60.309165
7.976633,49,60.345854
7.520934,49,60.363792
8.073316,49,60.38168
8.03181,49,60.416378
8.03181,49,60.434045
8.033394,49,60.468543
7.986329,49,60.486356
8.064903,49,60.503421
7.996147,49,60.536908
8.04628,49,60.557884
8.052124,49,60.590372
8.006358,49,60.607409
7.611385,49,60.624584
8.010618,49,60.657369
7.996147,49,60.675151
7.55512,49,60.694051
7.986329,49,60.734764
7.967325,49,60.755299
8.02924,49,60.796582
7.801895,49,60.818601
7.690871,49,60.839785
8.1378,49,60.880624
7.224309,49,60.90224
7.549241,49,60.941808
8.205515,49,60.963181
7.669362,49,60.984807
8.084046,49,61.025666
8.0468,49,61.046833
7.233202,49,61.068534
