date,volume,open,close,high,low,adjclose
2018-11-02,91263400,209.5500030517578,207.47999572753906,213.64999389648438,205.42999267578125,207.47999572753906
2018-11-01,58323200,219.0500030517578,222.22000122070312,222.36000061035156,216.80999755859375,222.22000122070312
2018-10-31,38358900,216.8800048828125,218.86000061035156,220.4499969482422,216.6199951171875,218.86000061035156
2018-10-30,36660000,211.14999389648438,213.3000030517578,215.17999267578125,209.27000427246094,213.3000030517578
2018-10-29,45935500,219.19000244140625,212.24000549316406,219.69000244140625,206.08999633789062,212.24000549316406
2018-10-26,47258400,215.89999389648438,216.3000030517578,220.19000244140625,212.6699981689453,216.3000030517578
2018-10-25,29855800,217.7100067138672,219.8000030517578,221.3800048828125,216.75,219.8000030517578
2018-10-24,40925500,222.60000610351562,215.08999633789062,224.22999572753906,214.5399932861328,215.08999633789062
2018-10-23,38767800,215.8300018310547,222.72999572753906,223.25,214.6999969482422,222.72999572753906
2018-10-22,28792100,219.7899932861328,220.64999389648438,223.36000061035156,218.94000244140625,220.64999389648438
2018-10-19,33078700,218.05999755859375,219.30999755859375,221.25999450683594,217.42999267578125,219.30999755859375
2018-10-18,32581300,217.86000061035156,216.02000427246094,219.74000549316406,213.0,216.02000427246094
2018-10-17,22885400,222.3000030517578,221.19000244140625,222.63999938964844,219.33999633789062,221.19000244140625
2018-10-16,29184000,218.92999267578125,222.14999389648438,222.99000549316406,216.75999450683594,222.14999389648438
2018-10-15,30791000,221.16000366210938,217.36000061035156,221.8300018310547,217.27000427246094,217.36000061035156
2018-10-12,40337900,220.4199981689453,222.11000061035156,222.8800048828125,216.83999633789062,222.11000061035156
2018-10-11,53124400,214.52000427246094,214.4499969482422,219.5,212.32000732421875,214.4499969482422
2018-10-10,41990600,225.4600067138672,216.36000061035156,226.35000610351562,216.0500030517578,216.36000061035156
2018-10-09,26891000,223.63999938964844,226.8699951171875,227.27000427246094,222.25,226.8699951171875
2018-10-08,29663900,222.2100067138672,223.77000427246094,224.8000030517578,220.1999969482422,223.77000427246094
2018-10-05,33580500,227.9600067138672,224.2899932861328,228.41000366210938,220.5800018310547,224.2899932861328
2018-10-04,32042000,230.77999877929688,227.99000549316406,232.35000610351562,226.72999572753906,227.99000549316406
2018-10-03,28654800,230.0500030517578,232.07000732421875,233.47000122070312,229.77999877929688,232.07000732421875
2018-10-02,24788200,227.25,229.27999877929688,230.0,226.6300048828125,229.27999877929688
2018-10-01,23600800,227.9499969482422,227.25999450683594,229.4199981689453,226.35000610351562,227.25999450683594
2018-09-28,22929400,224.7899932861328,225.74000549316406,225.83999633789062,224.02000427246094,225.74000549316406
2018-09-27,30181200,223.82000732421875,224.9499969482422,226.44000244140625,223.5399932861328,224.9499969482422
2018-09-26,23984700,221.0,220.4199981689453,223.75,219.75999450683594,220.4199981689453
2018-09-25,24554400,219.75,222.19000244140625,222.82000732421875,219.6999969482422,222.19000244140625
2018-09-24,27693400,216.82000732421875,220.7899932861328,221.25999450683594,216.6300048828125,220.7899932861328
2018-09-21,96246700,220.77999877929688,217.66000366210938,221.36000061035156,217.2899932861328,217.66000366210938
2018-09-20,26608800,220.24000549316406,220.02999877929688,222.27999877929688,219.14999389648438,220.02999877929688
2018-09-19,27123800,218.5,218.3699951171875,219.6199951171875,215.3000030517578,218.3699951171875
2018-09-18,31571700,217.7899932861328,218.24000549316406,221.85000610351562,217.1199951171875,218.24000549316406
2018-09-17,37195100,222.14999389648438,217.8800048828125,222.9499969482422,217.27000427246094,217.8800048828125
2018-09-14,31999300,225.75,223.83999633789062,226.83999633789062,222.52000427246094,223.83999633789062
2018-09-13,41706400,223.52000427246094,226.41000366210938,228.35000610351562,222.57000732421875,226.41000366210938
2018-09-12,49278700,224.94000244140625,221.07000732421875,225.0,219.83999633789062,221.07000732421875
2018-09-11,35749000,218.00999450683594,223.85000610351562,224.3000030517578,216.55999755859375,223.85000610351562
2018-09-10,39516500,220.9499969482422,218.3300018310547,221.85000610351562,216.47000122070312,218.3300018310547
2018-09-07,37619800,221.85000610351562,221.3000030517578,225.3699951171875,220.7100067138672,221.3000030517578
2018-09-06,34290000,226.22999572753906,223.10000610351562,227.35000610351562,221.3000030517578,223.10000610351562
2018-09-05,33333000,228.99000549316406,226.8699951171875,229.6699981689453,225.10000610351562,226.8699951171875
2018-09-04,27390100,228.41000366210938,228.36000061035156,229.17999267578125,226.6300048828125,228.36000061035156
2018-08-31,43340100,226.50999450683594,227.6300048828125,228.8699951171875,226.0,227.6300048828125
2018-08-30,48793800,223.25,225.02999877929688,228.25999450683594,222.39999389648438,225.02999877929688
2018-08-29,27254800,220.14999389648438,222.97999572753906,223.49000549316406,219.41000366210938,222.97999572753906
2018-08-28,22776800,219.00999450683594,219.6999969482422,220.5399932861328,218.9199981689453,219.6999969482422
2018-08-27,20525100,217.14999389648438,217.94000244140625,218.74000549316406,216.3300018310547,217.94000244140625
2018-08-24,18476400,216.60000610351562,216.16000366210938,216.89999389648438,215.11000061035156,216.16000366210938
